,mean_val_score,std_val_score,rank_val_score,model__class_weight,model__criterion,model__max_depth,model__max_features,model__min_samples_leaf,model__n_estimators
56,0.8297872340425532,0.3758196113330999,22,"{'higher_than_avg': 1, 'below_than_avg': 1}",gini,,sqrt,3,100
57,0.8297872340425532,0.37581961133309993,22,"{'higher_than_avg': 1, 'below_than_avg': 1}",gini,,sqrt,3,400
58,0.8085106382978723,0.3934732342320624,71,"{'higher_than_avg': 1, 'below_than_avg': 1}",gini,,sqrt,5,100
59,0.8191489361702128,0.3848947343643732,48,"{'higher_than_avg': 1, 'below_than_avg': 1}",gini,,sqrt,5,400
60,0.7340425531914894,0.44184169483606767,178,"{'higher_than_avg': 2, 'below_than_avg': 0.5}",gini,4.0,sqrt,1,100
61,0.7340425531914894,0.44184169483606767,178,"{'higher_than_avg': 2, 'below_than_avg': 0.5}",gini,4.0,sqrt,1,400
62,0.7446808510638298,0.4360404581259403,160,"{'higher_than_avg': 2, 'below_than_avg': 0.5}",gini,4.0,sqrt,3,100
63,0.7446808510638298,0.4360404581259403,160,"{'higher_than_avg': 2, 'below_than_avg': 0.5}",gini,4.0,sqrt,3,400
64,0.7446808510638298,0.4360404581259403,160,"{'higher_than_avg': 2, 'below_than_avg': 0.5}",gini,4.0,sqrt,5,100
65,0.723404255319149,0.447314809396354,189,"{'higher_than_avg': 2, 'below_than_avg': 0.5}",gini,4.0,sqrt,5,400
66,0.8191489361702128,0.38489473436437327,48,"{'higher_than_avg': 2, 'below_than_avg': 0.5}",gini,8.0,sqrt,1,100
67,0.8297872340425532,0.37581961133309993,22,"{'higher_than_avg': 2, 'below_than_avg': 0.5}",gini,8.0,sqrt,1,400
68,0.776595744680851,0.41652706277557217,120,"{'higher_than_avg': 2, 'below_than_avg': 0.5}",gini,8.0,sqrt,3,100
69,0.7659574468085106,0.4233989094070722,135,"{'higher_than_avg': 2, 'below_than_avg': 0.5}",gini,8.0,sqrt,3,400
70,0.7446808510638298,0.4360404581259403,160,"{'higher_than_avg': 2, 'below_than_avg': 0.5}",gini,8.0,sqrt,5,100
71,0.7340425531914894,0.44184169483606767,178,"{'higher_than_avg': 2, 'below_than_avg': 0.5}",gini,8.0,sqrt,5,400
72,0.8085106382978723,0.3934732342320624,71,"{'higher_than_avg': 2, 'below_than_avg': 0.5}",gini,16.0,sqrt,1,100
73,0.8297872340425532,0.37581961133309993,22,"{'higher_than_avg': 2, 'below_than_avg': 0.5}",gini,16.0,sqrt,1,400
74,0.776595744680851,0.41652706277557217,120,"{'higher_than_avg': 2, 'below_than_avg': 0.5}",gini,16.0,sqrt,3,100
75,0.7872340425531915,0.40926349067385837,105,"{'higher_than_avg': 2, 'below_than_avg': 0.5}",gini,16.0,sqrt,3,400
76,0.7340425531914894,0.44184169483606767,178,"{'higher_than_avg': 2, 'below_than_avg': 0.5}",gini,16.0,sqrt,5,100
77,0.7340425531914894,0.44184169483606767,178,"{'higher_than_avg': 2, 'below_than_avg': 0.5}",gini,16.0,sqrt,5,400
78,0.7978723404255319,0.40158693804631646,92,"{'higher_than_avg': 2, 'below_than_avg': 0.5}",gini,24.0,sqrt,1,100
79,0.7978723404255319,0.4015869380463165,92,"{'higher_than_avg': 2, 'below_than_avg': 0.5}",gini,24.0,sqrt,1,400
80,0.7978723404255319,0.40158693804631646,92,"{'higher_than_avg': 2, 'below_than_avg': 0.5}",gini,24.0,sqrt,3,100
81,0.7553191489361702,0.42989781598248406,145,"{'higher_than_avg': 2, 'below_than_avg': 0.5}",gini,24.0,sqrt,3,400
82,0.723404255319149,0.447314809396354,189,"{'higher_than_avg': 2, 'below_than_avg': 0.5}",gini,24.0,sqrt,5,100
83,0.723404255319149,0.447314809396354,189,"{'higher_than_avg': 2, 'below_than_avg': 0.5}",gini,24.0,sqrt,5,400
84,0.7872340425531915,0.40926349067385837,105,"{'higher_than_avg': 2, 'below_than_avg': 0.5}",gini,,sqrt,1,100
85,0.776595744680851,0.41652706277557217,120,"{'higher_than_avg': 2, 'below_than_avg': 0.5}",gini,,sqrt,1,400
86,0.7872340425531915,0.40926349067385837,105,"{'higher_than_avg': 2, 'below_than_avg': 0.5}",gini,,sqrt,3,100
87,0.7446808510638298,0.4360404581259403,160,"{'higher_than_avg': 2, 'below_than_avg': 0.5}",gini,,sqrt,3,400
88,0.7446808510638298,0.4360404581259403,160,"{'higher_than_avg': 2, 'below_than_avg': 0.5}",gini,,sqrt,5,100
89,0.7340425531914894,0.44184169483606767,178,"{'higher_than_avg': 2, 'below_than_avg': 0.5}",gini,,sqrt,5,400
90,0.8085106382978723,0.3934732342320624,71,"{'higher_than_avg': 2, 'below_than_avg': 1}",gini,4.0,sqrt,1,100
91,0.7978723404255319,0.40158693804631646,92,"{'higher_than_avg': 2, 'below_than_avg': 1}",gini,4.0,sqrt,1,400
92,0.723404255319149,0.447314809396354,189,"{'higher_than_avg': 2, 'below_than_avg': 1}",gini,4.0,sqrt,3,100
93,0.7446808510638298,0.4360404581259403,160,"{'higher_than_avg': 2, 'below_than_avg': 1}",gini,4.0,sqrt,3,400
94,0.7872340425531915,0.40926349067385837,105,"{'higher_than_avg': 2, 'below_than_avg': 1}",gini,4.0,sqrt,5,100
95,0.7446808510638298,0.4360404581259403,160,"{'higher_than_avg': 2, 'below_than_avg': 1}",gini,4.0,sqrt,5,400
96,0.8191489361702128,0.3848947343643732,48,"{'higher_than_avg': 2, 'below_than_avg': 1}",gini,8.0,sqrt,1,100
97,0.8191489361702128,0.3848947343643732,48,"{'higher_than_avg': 2, 'below_than_avg': 1}",gini,8.0,sqrt,1,400
98,0.776595744680851,0.41652706277557217,120,"{'higher_than_avg': 2, 'below_than_avg': 1}",gini,8.0,sqrt,3,100
99,0.8085106382978723,0.3934732342320624,71,"{'higher_than_avg': 2, 'below_than_avg': 1}",gini,8.0,sqrt,3,400
100,0.7872340425531915,0.40926349067385837,105,"{'higher_than_avg': 2, 'below_than_avg': 1}",gini,8.0,sqrt,5,100
101,0.7553191489361702,0.42989781598248406,145,"{'higher_than_avg': 2, 'below_than_avg': 1}",gini,8.0,sqrt,5,400
102,0.8297872340425532,0.37581961133309993,22,"{'higher_than_avg': 2, 'below_than_avg': 1}",gini,16.0,sqrt,1,100
103,0.8297872340425532,0.3758196113330999,22,"{'higher_than_avg': 2, 'below_than_avg': 1}",gini,16.0,sqrt,1,400
104,0.776595744680851,0.41652706277557217,120,"{'higher_than_avg': 2, 'below_than_avg': 1}",gini,16.0,sqrt,3,100
105,0.7872340425531915,0.40926349067385837,105,"{'higher_than_avg': 2, 'below_than_avg': 1}",gini,16.0,sqrt,3,400
106,0.7340425531914894,0.44184169483606767,178,"{'higher_than_avg': 2, 'below_than_avg': 1}",gini,16.0,sqrt,5,100
107,0.7446808510638298,0.4360404581259403,160,"{'higher_than_avg': 2, 'below_than_avg': 1}",gini,16.0,sqrt,5,400
108,0.8404255319148937,0.3662109463416704,10,"{'higher_than_avg': 2, 'below_than_avg': 1}",gini,24.0,sqrt,1,100
109,0.8297872340425532,0.37581961133309993,22,"{'higher_than_avg': 2, 'below_than_avg': 1}",gini,24.0,sqrt,1,400
110,0.7553191489361702,0.42989781598248406,145,"{'higher_than_avg': 2, 'below_than_avg': 1}",gini,24.0,sqrt,3,100
111,0.7872340425531915,0.4092634906738584,105,"{'higher_than_avg': 2, 'below_than_avg': 1}",gini,24.0,sqrt,3,400
112,0.776595744680851,0.41652706277557217,120,"{'higher_than_avg': 2, 'below_than_avg': 1}",gini,24.0,sqrt,5,100
113,0.7340425531914894,0.44184169483606767,178,"{'higher_than_avg': 2, 'below_than_avg': 1}",gini,24.0,sqrt,5,400
114,0.8191489361702128,0.3848947343643732,48,"{'higher_than_avg': 2, 'below_than_avg': 1}",gini,,sqrt,1,100
115,0.8191489361702128,0.3848947343643732,48,"{'higher_than_avg': 2, 'below_than_avg': 1}",gini,,sqrt,1,400
116,0.7446808510638298,0.4360404581259403,160,"{'higher_than_avg': 2, 'below_than_avg': 1}",gini,,sqrt,3,100
117,0.8085106382978723,0.3934732342320624,71,"{'higher_than_avg': 2, 'below_than_avg': 1}",gini,,sqrt,3,400
118,0.776595744680851,0.41652706277557217,120,"{'higher_than_avg': 2, 'below_than_avg': 1}",gini,,sqrt,5,100
119,0.7553191489361702,0.42989781598248406,145,"{'higher_than_avg': 2, 'below_than_avg': 1}",gini,,sqrt,5,400
120,0.7021276595744681,0.4573230906426526,205,"{'higher_than_avg': 3, 'below_than_avg': 0.5}",gini,4.0,sqrt,1,100
121,0.6914893617021277,0.4618785818317534,209,"{'higher_than_avg': 3, 'below_than_avg': 0.5}",gini,4.0,sqrt,1,400
122,0.723404255319149,0.447314809396354,189,"{'higher_than_avg': 3, 'below_than_avg': 0.5}",gini,4.0,sqrt,3,100
123,0.6808510638297872,0.46614685745120515,210,"{'higher_than_avg': 3, 'below_than_avg': 0.5}",gini,4.0,sqrt,3,400
124,0.7021276595744681,0.45732309064265264,205,"{'higher_than_avg': 3, 'below_than_avg': 0.5}",gini,4.0,sqrt,5,100
125,0.723404255319149,0.447314809396354,189,"{'higher_than_avg': 3, 'below_than_avg': 0.5}",gini,4.0,sqrt,5,400
126,0.7978723404255319,0.40158693804631646,92,"{'higher_than_avg': 3, 'below_than_avg': 0.5}",gini,8.0,sqrt,1,100
127,0.776595744680851,0.41652706277557217,120,"{'higher_than_avg': 3, 'below_than_avg': 0.5}",gini,8.0,sqrt,1,400
128,0.7553191489361702,0.42989781598248406,145,"{'higher_than_avg': 3, 'below_than_avg': 0.5}",gini,8.0,sqrt,3,100
129,0.7340425531914894,0.44184169483606767,178,"{'higher_than_avg': 3, 'below_than_avg': 0.5}",gini,8.0,sqrt,3,400
130,0.7127659574468085,0.4524717088965264,200,"{'higher_than_avg': 3, 'below_than_avg': 0.5}",gini,8.0,sqrt,5,100
131,0.7021276595744681,0.45732309064265264,205,"{'higher_than_avg': 3, 'below_than_avg': 0.5}",gini,8.0,sqrt,5,400
132,0.7659574468085106,0.4233989094070722,135,"{'higher_than_avg': 3, 'below_than_avg': 0.5}",gini,16.0,sqrt,1,100
133,0.8191489361702128,0.38489473436437327,48,"{'higher_than_avg': 3, 'below_than_avg': 0.5}",gini,16.0,sqrt,1,400
134,0.776595744680851,0.41652706277557217,120,"{'higher_than_avg': 3, 'below_than_avg': 0.5}",gini,16.0,sqrt,3,100
135,0.7659574468085106,0.4233989094070722,135,"{'higher_than_avg': 3, 'below_than_avg': 0.5}",gini,16.0,sqrt,3,400
136,0.723404255319149,0.447314809396354,189,"{'higher_than_avg': 3, 'below_than_avg': 0.5}",gini,16.0,sqrt,5,100
137,0.723404255319149,0.447314809396354,189,"{'higher_than_avg': 3, 'below_than_avg': 0.5}",gini,16.0,sqrt,5,400
138,0.7872340425531915,0.40926349067385837,105,"{'higher_than_avg': 3, 'below_than_avg': 0.5}",gini,24.0,sqrt,1,100
139,0.7978723404255319,0.40158693804631646,92,"{'higher_than_avg': 3, 'below_than_avg': 0.5}",gini,24.0,sqrt,1,400
140,0.7127659574468085,0.4524717088965264,200,"{'higher_than_avg': 3, 'below_than_avg': 0.5}",gini,24.0,sqrt,3,100
141,0.7553191489361702,0.42989781598248406,145,"{'higher_than_avg': 3, 'below_than_avg': 0.5}",gini,24.0,sqrt,3,400
142,0.7127659574468085,0.4524717088965264,200,"{'higher_than_avg': 3, 'below_than_avg': 0.5}",gini,24.0,sqrt,5,100
143,0.7127659574468085,0.4524717088965264,200,"{'higher_than_avg': 3, 'below_than_avg': 0.5}",gini,24.0,sqrt,5,400
144,0.7978723404255319,0.40158693804631646,92,"{'higher_than_avg': 3, 'below_than_avg': 0.5}",gini,,sqrt,1,100
145,0.8085106382978723,0.3934732342320624,71,"{'higher_than_avg': 3, 'below_than_avg': 0.5}",gini,,sqrt,1,400
146,0.7553191489361702,0.42989781598248406,145,"{'higher_than_avg': 3, 'below_than_avg': 0.5}",gini,,sqrt,3,100
147,0.7872340425531915,0.40926349067385837,105,"{'higher_than_avg': 3, 'below_than_avg': 0.5}",gini,,sqrt,3,400
148,0.7340425531914894,0.44184169483606767,178,"{'higher_than_avg': 3, 'below_than_avg': 0.5}",gini,,sqrt,5,100
149,0.7021276595744681,0.4573230906426527,205,"{'higher_than_avg': 3, 'below_than_avg': 0.5}",gini,,sqrt,5,400
150,0.8085106382978723,0.3934732342320624,71,"{'higher_than_avg': 3, 'below_than_avg': 1}",gini,4.0,sqrt,1,100
151,0.7659574468085106,0.4233989094070722,135,"{'higher_than_avg': 3, 'below_than_avg': 1}",gini,4.0,sqrt,1,400
152,0.7553191489361702,0.42989781598248406,145,"{'higher_than_avg': 3, 'below_than_avg': 1}",gini,4.0,sqrt,3,100
153,0.723404255319149,0.447314809396354,189,"{'higher_than_avg': 3, 'below_than_avg': 1}",gini,4.0,sqrt,3,400
154,0.7446808510638298,0.4360404581259403,160,"{'higher_than_avg': 3, 'below_than_avg': 1}",gini,4.0,sqrt,5,100
155,0.7553191489361702,0.42989781598248406,145,"{'higher_than_avg': 3, 'below_than_avg': 1}",gini,4.0,sqrt,5,400
156,0.851063829787234,0.35602554320598956,5,"{'higher_than_avg': 3, 'below_than_avg': 1}",gini,8.0,sqrt,1,100
157,0.8191489361702128,0.38489473436437327,48,"{'higher_than_avg': 3, 'below_than_avg': 1}",gini,8.0,sqrt,1,400
158,0.776595744680851,0.41652706277557217,120,"{'higher_than_avg': 3, 'below_than_avg': 1}",gini,8.0,sqrt,3,100
159,0.7872340425531915,0.4092634906738584,105,"{'higher_than_avg': 3, 'below_than_avg': 1}",gini,8.0,sqrt,3,400
160,0.7446808510638298,0.4360404581259403,160,"{'higher_than_avg': 3, 'below_than_avg': 1}",gini,8.0,sqrt,5,100
161,0.7553191489361702,0.42989781598248406,145,"{'higher_than_avg': 3, 'below_than_avg': 1}",gini,8.0,sqrt,5,400
162,0.8191489361702128,0.38489473436437327,48,"{'higher_than_avg': 3, 'below_than_avg': 1}",gini,16.0,sqrt,1,100
163,0.8085106382978723,0.3934732342320624,71,"{'higher_than_avg': 3, 'below_than_avg': 1}",gini,16.0,sqrt,1,400
164,0.7446808510638298,0.4360404581259403,160,"{'higher_than_avg': 3, 'below_than_avg': 1}",gini,16.0,sqrt,3,100
165,0.7553191489361702,0.42989781598248406,145,"{'higher_than_avg': 3, 'below_than_avg': 1}",gini,16.0,sqrt,3,400
166,0.7659574468085106,0.42339890940707225,135,"{'higher_than_avg': 3, 'below_than_avg': 1}",gini,16.0,sqrt,5,100
167,0.7446808510638298,0.4360404581259403,160,"{'higher_than_avg': 3, 'below_than_avg': 1}",gini,16.0,sqrt,5,400
168,0.8191489361702128,0.38489473436437327,48,"{'higher_than_avg': 3, 'below_than_avg': 1}",gini,24.0,sqrt,1,100
169,0.851063829787234,0.35602554320598956,5,"{'higher_than_avg': 3, 'below_than_avg': 1}",gini,24.0,sqrt,1,400
170,0.776595744680851,0.41652706277557217,120,"{'higher_than_avg': 3, 'below_than_avg': 1}",gini,24.0,sqrt,3,100
171,0.8085106382978723,0.3934732342320624,71,"{'higher_than_avg': 3, 'below_than_avg': 1}",gini,24.0,sqrt,3,400
172,0.7553191489361702,0.42989781598248406,145,"{'higher_than_avg': 3, 'below_than_avg': 1}",gini,24.0,sqrt,5,100
173,0.7127659574468085,0.4524717088965264,200,"{'higher_than_avg': 3, 'below_than_avg': 1}",gini,24.0,sqrt,5,400
174,0.8085106382978723,0.3934732342320624,71,"{'higher_than_avg': 3, 'below_than_avg': 1}",gini,,sqrt,1,100
175,0.8191489361702128,0.3848947343643732,48,"{'higher_than_avg': 3, 'below_than_avg': 1}",gini,,sqrt,1,400
176,0.7553191489361702,0.42989781598248406,145,"{'higher_than_avg': 3, 'below_than_avg': 1}",gini,,sqrt,3,100
177,0.8085106382978723,0.3934732342320623,71,"{'higher_than_avg': 3, 'below_than_avg': 1}",gini,,sqrt,3,400
178,0.7553191489361702,0.42989781598248406,145,"{'higher_than_avg': 3, 'below_than_avg': 1}",gini,,sqrt,5,100
179,0.7446808510638298,0.4360404581259403,160,"{'higher_than_avg': 3, 'below_than_avg': 1}",gini,,sqrt,5,400
180,0.8297872340425532,0.3758196113330999,22,"{'below_than_avg': 1.21, 'higher_than_avg': 0.85}",gini,4.0,sqrt,1,100
181,0.8297872340425532,0.3758196113330999,22,"{'below_than_avg': 1.21, 'higher_than_avg': 0.85}",gini,4.0,sqrt,1,400
182,0.8297872340425532,0.3758196113330999,22,"{'below_than_avg': 1.21, 'higher_than_avg': 0.85}",gini,4.0,sqrt,3,100
183,0.851063829787234,0.35602554320598956,5,"{'below_than_avg': 1.21, 'higher_than_avg': 0.85}",gini,4.0,sqrt,3,400
184,0.8085106382978723,0.3934732342320624,71,"{'below_than_avg': 1.21, 'higher_than_avg': 0.85}",gini,4.0,sqrt,5,100
185,0.7978723404255319,0.4015869380463165,92,"{'below_than_avg': 1.21, 'higher_than_avg': 0.85}",gini,4.0,sqrt,5,400
186,0.851063829787234,0.35602554320598956,5,"{'below_than_avg': 1.21, 'higher_than_avg': 0.85}",gini,8.0,sqrt,1,100
187,0.8404255319148937,0.3662109463416704,10,"{'below_than_avg': 1.21, 'higher_than_avg': 0.85}",gini,8.0,sqrt,1,400
188,0.8404255319148937,0.36621094634167034,10,"{'below_than_avg': 1.21, 'higher_than_avg': 0.85}",gini,8.0,sqrt,3,100
189,0.7978723404255319,0.4015869380463165,92,"{'below_than_avg': 1.21, 'higher_than_avg': 0.85}",gini,8.0,sqrt,3,400
190,0.8085106382978723,0.3934732342320624,71,"{'below_than_avg': 1.21, 'higher_than_avg': 0.85}",gini,8.0,sqrt,5,100
191,0.8191489361702128,0.3848947343643732,48,"{'below_than_avg': 1.21, 'higher_than_avg': 0.85}",gini,8.0,sqrt,5,400
192,0.8297872340425532,0.3758196113330999,22,"{'below_than_avg': 1.21, 'higher_than_avg': 0.85}",gini,16.0,sqrt,1,100
193,0.8404255319148937,0.3662109463416704,10,"{'below_than_avg': 1.21, 'higher_than_avg': 0.85}",gini,16.0,sqrt,1,400
194,0.8191489361702128,0.3848947343643732,48,"{'below_than_avg': 1.21, 'higher_than_avg': 0.85}",gini,16.0,sqrt,3,100
195,0.8297872340425532,0.37581961133309993,22,"{'below_than_avg': 1.21, 'higher_than_avg': 0.85}",gini,16.0,sqrt,3,400
196,0.7872340425531915,0.4092634906738584,105,"{'below_than_avg': 1.21, 'higher_than_avg': 0.85}",gini,16.0,sqrt,5,100
197,0.8085106382978723,0.3934732342320624,71,"{'below_than_avg': 1.21, 'higher_than_avg': 0.85}",gini,16.0,sqrt,5,400
198,0.8404255319148937,0.36621094634167034,10,"{'below_than_avg': 1.21, 'higher_than_avg': 0.85}",gini,24.0,sqrt,1,100
199,0.8297872340425532,0.3758196113330999,22,"{'below_than_avg': 1.21, 'higher_than_avg': 0.85}",gini,24.0,sqrt,1,400
200,0.7978723404255319,0.40158693804631646,92,"{'below_than_avg': 1.21, 'higher_than_avg': 0.85}",gini,24.0,sqrt,3,100
201,0.8191489361702128,0.3848947343643732,48,"{'below_than_avg': 1.21, 'higher_than_avg': 0.85}",gini,24.0,sqrt,3,400
202,0.776595744680851,0.41652706277557217,120,"{'below_than_avg': 1.21, 'higher_than_avg': 0.85}",gini,24.0,sqrt,5,100
203,0.8404255319148937,0.36621094634167034,10,"{'below_than_avg': 1.21, 'higher_than_avg': 0.85}",gini,24.0,sqrt,5,400
204,0.8404255319148937,0.3662109463416703,10,"{'below_than_avg': 1.21, 'higher_than_avg': 0.85}",gini,,sqrt,1,100
205,0.8297872340425532,0.3758196113330999,22,"{'below_than_avg': 1.21, 'higher_than_avg': 0.85}",gini,,sqrt,1,400
206,0.8404255319148937,0.3662109463416703,10,"{'below_than_avg': 1.21, 'higher_than_avg': 0.85}",gini,,sqrt,3,100
207,0.8404255319148937,0.3662109463416704,10,"{'below_than_avg': 1.21, 'higher_than_avg': 0.85}",gini,,sqrt,3,400
208,0.8617021276595744,0.3452123561614458,1,"{'below_than_avg': 1.21, 'higher_than_avg': 0.85}",gini,,sqrt,5,100
209,0.8191489361702128,0.3848947343643732,48,"{'below_than_avg': 1.21, 'higher_than_avg': 0.85}",gini,,sqrt,5,400
